task_id,phase,category,scope,department,district,source,method,api_or_url,output_path,description,depends_on,priority,status
COV100-CELULAR-10_Alto_Parana-San_Alberto,2_WEB,CELULAR,localidade,10_Alto_Parana,San_Alberto,CONATEL + OpenSignal + TIGO/Personal/Claro,web_research,https://www.conatel.gov.py/index.php/espectro/cobertura-de-red-movil | https://www.opensignal.com/paraguay | https://www.nperf.com/map/PY/,Departamentos/10_Alto_Parana/San_Alberto/DADOS.md,"Verificar cobertura móvel em San_Alberto por operadora (TIGO, Personal, Claro): tecnologia disponível (2G/3G/4G/5G), velocidade média download/upload (Mbps) via OpenSignal/nPerf, qualidade do sinal. Inserir tabela '### Celular' no DADOS.md.",,P2,done
COV100-INTERNET-10_Alto_Parana-San_Alberto,2_WEB,INTERNET,localidade,10_Alto_Parana,San_Alberto,CONATEL + COPACO + Speedtest + nPerf,web_research,https://www.conatel.gov.py | https://www.copaco.com.py/cobertura | https://www.speedtest.net/global-index/paraguay | https://www.nperf.com/map/PY/,Departamentos/10_Alto_Parana/San_Alberto/DADOS.md,"Verificar disponibilidade de internet fixa em San_Alberto: operadoras disponíveis, tecnologia (fibra/cabo/rádio/satélite), velocidade típica (Mbps), preço médio de plano básico (Gs./mês). Registrar disponibilidade de Starlink como opção universal. Inserir '### Internet' no DADOS.md.",,P2,done
COV100-COMBUST-10_Alto_Parana-San_Alberto,2_WEB,COMBUSTIVEL,localidade,10_Alto_Parana,San_Alberto,PETROPAR + OpenStreetMap Overpass API,api_get,"https://overpass-api.de/api/interpreter?data=[out:json];node[amenity=fuel](around:5000,{LAT},{LON});out; | https://www.petropar.gov.py/index.php/precios",Departamentos/10_Alto_Parana/San_Alberto/DADOS.md,"Contar postos de combustível em raio de 5km de San_Alberto via Overpass API (OSM). Verificar preço de referência PETROPAR (gasolina Común, Especial, Diésel). Inserir campo 'postos_combustivel_5km' e 'preco_gasolina_gs_litro' no DADOS.md.",COV100-GEOCOD-10_Alto_Parana-San_Alberto,P2,done
COV100-TERRA-10_Alto_Parana-San_Alberto,2_WEB,TERRA_RURAL,localidade,10_Alto_Parana,San_Alberto,clasificados.com.py + OLX.com.py + InfoCasas,web_scrape,https://clasificados.com.py/inmuebles/campo | https://www.olx.com.py/campo-e-fazenda | https://www.infocasas.com.py/campo,Departamentos/10_Alto_Parana/San_Alberto/DADOS.md,"Pesquisar anúncios de terra rural em/próximo a San_Alberto nos portais imobiliários. Calcular mediana de preço por hectare (USD/ha). Registrar faixa (mín-máx), aptidão declarada e número de anúncios encontrados. Se zero anúncios, usar valor departamental como proxy. Inserir/atualizar '### Terra Rural' no DADOS.md.",,P1,done
COV100-IMOVEL-10_Alto_Parana-San_Alberto,2_WEB,IMOVEL_URBANO,localidade,10_Alto_Parana,San_Alberto,InfoCasas + clasificados.com.py + OLX,web_scrape,https://www.infocasas.com.py/comprar/casas | https://clasificados.com.py/inmuebles/casas | https://www.olx.com.py/casas,Departamentos/10_Alto_Parana/San_Alberto/DADOS.md,"Pesquisar custo de imóveis residenciais em San_Alberto: preço médio de compra (USD/m²), aluguel médio (USD/mês), custo de lote urbano (USD/m²). Se sem anúncios, registrar 'mercado informal; sem referência formal'. Inserir campo 'imovel_urbano' no DADOS.md.",,P2,done
COV100-CLIMA-10_Alto_Parana-San_Cristobal,1_API,CLIMA,localidade,10_Alto_Parana,San_Cristobal,NASA POWER Climatology API,api_get,"https://power.larc.nasa.gov/api/temporal/climatology/point?parameters=ALLSKY_SFC_SW_DWN,PRECTOTCORR&community=RE&longitude={LON}&latitude={LAT}&format=JSON",Departamentos/10_Alto_Parana/San_Cristobal/DADOS.md,Obter série climática mensal (solar kWh/m²/dia + precipitação mm/dia) período 2001-2020 para San_Cristobal. Geocodificar coordenadas via INE GeoEstatístico ou Nominatim. Inserir tabelas mensais + média anual + inclinação solar recomendada (|lat|°N ±10°) na seção '### 3. Dados Climaticos' do DADOS.md.,COV100-GEOCOD-10_Alto_Parana-San_Cristobal,P1,done
COV100-SOLO-10_Alto_Parana-San_Cristobal,1_API,SOLO,localidade,10_Alto_Parana,San_Cristobal,ISRIC SoilGrids 2.0,api_get,https://rest.isric.org/soilgrids/v2.0/properties/query?lon={LON}&lat={LAT}&property=phh2o&property=soc&property=clay&property=sand&property=bdod&depth=0-30cm&value=mean,Departamentos/10_Alto_Parana/San_Cristobal/DADOS.md,"Consultar SoilGrids 2.0 para San_Cristobal: pH, carbono orgânico, % argila, % areia, densidade aparente na camada 0-30cm. Derivar classificação de aptidão agrícola (alta/média/baixa/restritiva). Inserir subseção '### Solo' no DADOS.md com valores e aptidão.",COV100-GEOCOD-10_Alto_Parana-San_Cristobal,P2,todo
COV100-LUZ-10_Alto_Parana-San_Cristobal,1_API,POLUICAO_LUMINOSA,localidade,10_Alto_Parana,San_Cristobal,NASA VIIRS Black Marble / AppEEARS,api_get,https://appeears.earthdatacloud.nasa.gov/ | produto VNP46A4 (anual médio nW/cm2/sr),Departamentos/10_Alto_Parana/San_Cristobal/DADOS.md,Obter brilho artificial noturno anual médio (nW/cm²/sr) para San_Cristobal via NASA Black Marble VNP46A4 ou lightpollutionmap.info. Converter para escala Bortle (1=escuro a 9=poluído). Inserir campo 'poluicao_luminosa' no DADOS.md.,COV100-GEOCOD-10_Alto_Parana-San_Cristobal,P2,done
COV100-SAUDE-10_Alto_Parana-San_Cristobal,2_WEB,SAUDE,localidade,10_Alto_Parana,San_Cristobal,MSPBS + IPS,web_research,https://www.mspbs.gov.py/mapa-establecimientos.html | https://www.ips.gov.py,Departamentos/10_Alto_Parana/San_Cristobal/DADOS.md,"Levantar infraestrutura de saúde em San_Cristobal: número de USFs, postos de saúde, hospital regional (sim/não), presença de IPS, especialidades locais, distância ao hospital de referência (km). Fonte: mapa MSPBS + IPS. Inserir seção '### Saude' no DADOS.md.",,P1,done
COV100-CELULAR-10_Alto_Parana-San_Cristobal,2_WEB,CELULAR,localidade,10_Alto_Parana,San_Cristobal,CONATEL + OpenSignal + TIGO/Personal/Claro,web_research,https://www.conatel.gov.py/index.php/espectro/cobertura-de-red-movil | https://www.opensignal.com/paraguay | https://www.nperf.com/map/PY/,Departamentos/10_Alto_Parana/San_Cristobal/DADOS.md,"Verificar cobertura móvel em San_Cristobal por operadora (TIGO, Personal, Claro): tecnologia disponível (2G/3G/4G/5G), velocidade média download/upload (Mbps) via OpenSignal/nPerf, qualidade do sinal. Inserir tabela '### Celular' no DADOS.md.",,P2,done
COV100-INTERNET-10_Alto_Parana-San_Cristobal,2_WEB,INTERNET,localidade,10_Alto_Parana,San_Cristobal,CONATEL + COPACO + Speedtest + nPerf,web_research,https://www.conatel.gov.py | https://www.copaco.com.py/cobertura | https://www.speedtest.net/global-index/paraguay | https://www.nperf.com/map/PY/,Departamentos/10_Alto_Parana/San_Cristobal/DADOS.md,"Verificar disponibilidade de internet fixa em San_Cristobal: operadoras disponíveis, tecnologia (fibra/cabo/rádio/satélite), velocidade típica (Mbps), preço médio de plano básico (Gs./mês). Registrar disponibilidade de Starlink como opção universal. Inserir '### Internet' no DADOS.md.",,P2,done
COV100-COMBUST-10_Alto_Parana-San_Cristobal,2_WEB,COMBUSTIVEL,localidade,10_Alto_Parana,San_Cristobal,PETROPAR + OpenStreetMap Overpass API,api_get,"https://overpass-api.de/api/interpreter?data=[out:json];node[amenity=fuel](around:5000,{LAT},{LON});out; | https://www.petropar.gov.py/index.php/precios",Departamentos/10_Alto_Parana/San_Cristobal/DADOS.md,"Contar postos de combustível em raio de 5km de San_Cristobal via Overpass API (OSM). Verificar preço de referência PETROPAR (gasolina Común, Especial, Diésel). Inserir campo 'postos_combustivel_5km' e 'preco_gasolina_gs_litro' no DADOS.md.",COV100-GEOCOD-10_Alto_Parana-San_Cristobal,P2,done
COV100-TERRA-10_Alto_Parana-San_Cristobal,2_WEB,TERRA_RURAL,localidade,10_Alto_Parana,San_Cristobal,clasificados.com.py + OLX.com.py + InfoCasas,web_scrape,https://clasificados.com.py/inmuebles/campo | https://www.olx.com.py/campo-e-fazenda | https://www.infocasas.com.py/campo,Departamentos/10_Alto_Parana/San_Cristobal/DADOS.md,"Pesquisar anúncios de terra rural em/próximo a San_Cristobal nos portais imobiliários. Calcular mediana de preço por hectare (USD/ha). Registrar faixa (mín-máx), aptidão declarada e número de anúncios encontrados. Se zero anúncios, usar valor departamental como proxy. Inserir/atualizar '### Terra Rural' no DADOS.md.",,P1,done
COV100-IMOVEL-10_Alto_Parana-San_Cristobal,2_WEB,IMOVEL_URBANO,localidade,10_Alto_Parana,San_Cristobal,InfoCasas + clasificados.com.py + OLX,web_scrape,https://www.infocasas.com.py/comprar/casas | https://clasificados.com.py/inmuebles/casas | https://www.olx.com.py/casas,Departamentos/10_Alto_Parana/San_Cristobal/DADOS.md,"Pesquisar custo de imóveis residenciais em San_Cristobal: preço médio de compra (USD/m²), aluguel médio (USD/mês), custo de lote urbano (USD/m²). Se sem anúncios, registrar 'mercado informal; sem referência formal'. Inserir campo 'imovel_urbano' no DADOS.md.",,P2,done
COV100-CLIMA-10_Alto_Parana-Santa_Fe_del_Parana,1_API,CLIMA,localidade,10_Alto_Parana,Santa_Fe_del_Parana,NASA POWER Climatology API,api_get,"https://power.larc.nasa.gov/api/temporal/climatology/point?parameters=ALLSKY_SFC_SW_DWN,PRECTOTCORR&community=RE&longitude={LON}&latitude={LAT}&format=JSON",Departamentos/10_Alto_Parana/Santa_Fe_del_Parana/DADOS.md,Obter série climática mensal (solar kWh/m²/dia + precipitação mm/dia) período 2001-2020 para Santa_Fe_del_Parana. Geocodificar coordenadas via INE GeoEstatístico ou Nominatim. Inserir tabelas mensais + média anual + inclinação solar recomendada (|lat|°N ±10°) na seção '### 3. Dados Climaticos' do DADOS.md.,COV100-GEOCOD-10_Alto_Parana-Santa_Fe_del_Parana,P1,done
COV100-SOLO-10_Alto_Parana-Santa_Fe_del_Parana,1_API,SOLO,localidade,10_Alto_Parana,Santa_Fe_del_Parana,ISRIC SoilGrids 2.0,api_get,https://rest.isric.org/soilgrids/v2.0/properties/query?lon={LON}&lat={LAT}&property=phh2o&property=soc&property=clay&property=sand&property=bdod&depth=0-30cm&value=mean,Departamentos/10_Alto_Parana/Santa_Fe_del_Parana/DADOS.md,"Consultar SoilGrids 2.0 para Santa_Fe_del_Parana: pH, carbono orgânico, % argila, % areia, densidade aparente na camada 0-30cm. Derivar classificação de aptidão agrícola (alta/média/baixa/restritiva). Inserir subseção '### Solo' no DADOS.md com valores e aptidão.",COV100-GEOCOD-10_Alto_Parana-Santa_Fe_del_Parana,P2,todo
COV100-LUZ-10_Alto_Parana-Santa_Fe_del_Parana,1_API,POLUICAO_LUMINOSA,localidade,10_Alto_Parana,Santa_Fe_del_Parana,NASA VIIRS Black Marble / AppEEARS,api_get,https://appeears.earthdatacloud.nasa.gov/ | produto VNP46A4 (anual médio nW/cm2/sr),Departamentos/10_Alto_Parana/Santa_Fe_del_Parana/DADOS.md,Obter brilho artificial noturno anual médio (nW/cm²/sr) para Santa_Fe_del_Parana via NASA Black Marble VNP46A4 ou lightpollutionmap.info. Converter para escala Bortle (1=escuro a 9=poluído). Inserir campo 'poluicao_luminosa' no DADOS.md.,COV100-GEOCOD-10_Alto_Parana-Santa_Fe_del_Parana,P2,done
COV100-SAUDE-10_Alto_Parana-Santa_Fe_del_Parana,2_WEB,SAUDE,localidade,10_Alto_Parana,Santa_Fe_del_Parana,MSPBS + IPS,web_research,https://www.mspbs.gov.py/mapa-establecimientos.html | https://www.ips.gov.py,Departamentos/10_Alto_Parana/Santa_Fe_del_Parana/DADOS.md,"Levantar infraestrutura de saúde em Santa_Fe_del_Parana: número de USFs, postos de saúde, hospital regional (sim/não), presença de IPS, especialidades locais, distância ao hospital de referência (km). Fonte: mapa MSPBS + IPS. Inserir seção '### Saude' no DADOS.md.",,P1,done
COV100-CELULAR-10_Alto_Parana-Santa_Fe_del_Parana,2_WEB,CELULAR,localidade,10_Alto_Parana,Santa_Fe_del_Parana,CONATEL + OpenSignal + TIGO/Personal/Claro,web_research,https://www.conatel.gov.py/index.php/espectro/cobertura-de-red-movil | https://www.opensignal.com/paraguay | https://www.nperf.com/map/PY/,Departamentos/10_Alto_Parana/Santa_Fe_del_Parana/DADOS.md,"Verificar cobertura móvel em Santa_Fe_del_Parana por operadora (TIGO, Personal, Claro): tecnologia disponível (2G/3G/4G/5G), velocidade média download/upload (Mbps) via OpenSignal/nPerf, qualidade do sinal. Inserir tabela '### Celular' no DADOS.md.",,P2,done
COV100-INTERNET-10_Alto_Parana-Santa_Fe_del_Parana,2_WEB,INTERNET,localidade,10_Alto_Parana,Santa_Fe_del_Parana,CONATEL + COPACO + Speedtest + nPerf,web_research,https://www.conatel.gov.py | https://www.copaco.com.py/cobertura | https://www.speedtest.net/global-index/paraguay | https://www.nperf.com/map/PY/,Departamentos/10_Alto_Parana/Santa_Fe_del_Parana/DADOS.md,"Verificar disponibilidade de internet fixa em Santa_Fe_del_Parana: operadoras disponíveis, tecnologia (fibra/cabo/rádio/satélite), velocidade típica (Mbps), preço médio de plano básico (Gs./mês). Registrar disponibilidade de Starlink como opção universal. Inserir '### Internet' no DADOS.md.",,P2,done
COV100-COMBUST-10_Alto_Parana-Santa_Fe_del_Parana,2_WEB,COMBUSTIVEL,localidade,10_Alto_Parana,Santa_Fe_del_Parana,PETROPAR + OpenStreetMap Overpass API,api_get,"https://overpass-api.de/api/interpreter?data=[out:json];node[amenity=fuel](around:5000,{LAT},{LON});out; | https://www.petropar.gov.py/index.php/precios",Departamentos/10_Alto_Parana/Santa_Fe_del_Parana/DADOS.md,"Contar postos de combustível em raio de 5km de Santa_Fe_del_Parana via Overpass API (OSM). Verificar preço de referência PETROPAR (gasolina Común, Especial, Diésel). Inserir campo 'postos_combustivel_5km' e 'preco_gasolina_gs_litro' no DADOS.md.",COV100-GEOCOD-10_Alto_Parana-Santa_Fe_del_Parana,P2,done
COV100-TERRA-10_Alto_Parana-Santa_Fe_del_Parana,2_WEB,TERRA_RURAL,localidade,10_Alto_Parana,Santa_Fe_del_Parana,clasificados.com.py + OLX.com.py + InfoCasas,web_scrape,https://clasificados.com.py/inmuebles/campo | https://www.olx.com.py/campo-e-fazenda | https://www.infocasas.com.py/campo,Departamentos/10_Alto_Parana/Santa_Fe_del_Parana/DADOS.md,"Pesquisar anúncios de terra rural em/próximo a Santa_Fe_del_Parana nos portais imobiliários. Calcular mediana de preço por hectare (USD/ha). Registrar faixa (mín-máx), aptidão declarada e número de anúncios encontrados. Se zero anúncios, usar valor departamental como proxy. Inserir/atualizar '### Terra Rural' no DADOS.md.",,P1,done
COV100-IMOVEL-10_Alto_Parana-Santa_Fe_del_Parana,2_WEB,IMOVEL_URBANO,localidade,10_Alto_Parana,Santa_Fe_del_Parana,InfoCasas + clasificados.com.py + OLX,web_scrape,https://www.infocasas.com.py/comprar/casas | https://clasificados.com.py/inmuebles/casas | https://www.olx.com.py/casas,Departamentos/10_Alto_Parana/Santa_Fe_del_Parana/DADOS.md,"Pesquisar custo de imóveis residenciais em Santa_Fe_del_Parana: preço médio de compra (USD/m²), aluguel médio (USD/mês), custo de lote urbano (USD/m²). Se sem anúncios, registrar 'mercado informal; sem referência formal'. Inserir campo 'imovel_urbano' no DADOS.md.",,P2,done
COV100-CLIMA-10_Alto_Parana-Santa_Rita,1_API,CLIMA,localidade,10_Alto_Parana,Santa_Rita,NASA POWER Climatology API,api_get,"https://power.larc.nasa.gov/api/temporal/climatology/point?parameters=ALLSKY_SFC_SW_DWN,PRECTOTCORR&community=RE&longitude={LON}&latitude={LAT}&format=JSON",Departamentos/10_Alto_Parana/Santa_Rita/DADOS.md,Obter série climática mensal (solar kWh/m²/dia + precipitação mm/dia) período 2001-2020 para Santa_Rita. Geocodificar coordenadas via INE GeoEstatístico ou Nominatim. Inserir tabelas mensais + média anual + inclinação solar recomendada (|lat|°N ±10°) na seção '### 3. Dados Climaticos' do DADOS.md.,COV100-GEOCOD-10_Alto_Parana-Santa_Rita,P1,done
COV100-SOLO-10_Alto_Parana-Santa_Rita,1_API,SOLO,localidade,10_Alto_Parana,Santa_Rita,ISRIC SoilGrids 2.0,api_get,https://rest.isric.org/soilgrids/v2.0/properties/query?lon={LON}&lat={LAT}&property=phh2o&property=soc&property=clay&property=sand&property=bdod&depth=0-30cm&value=mean,Departamentos/10_Alto_Parana/Santa_Rita/DADOS.md,"Consultar SoilGrids 2.0 para Santa_Rita: pH, carbono orgânico, % argila, % areia, densidade aparente na camada 0-30cm. Derivar classificação de aptidão agrícola (alta/média/baixa/restritiva). Inserir subseção '### Solo' no DADOS.md com valores e aptidão.",COV100-GEOCOD-10_Alto_Parana-Santa_Rita,P2,todo
COV100-LUZ-10_Alto_Parana-Santa_Rita,1_API,POLUICAO_LUMINOSA,localidade,10_Alto_Parana,Santa_Rita,NASA VIIRS Black Marble / AppEEARS,api_get,https://appeears.earthdatacloud.nasa.gov/ | produto VNP46A4 (anual médio nW/cm2/sr),Departamentos/10_Alto_Parana/Santa_Rita/DADOS.md,Obter brilho artificial noturno anual médio (nW/cm²/sr) para Santa_Rita via NASA Black Marble VNP46A4 ou lightpollutionmap.info. Converter para escala Bortle (1=escuro a 9=poluído). Inserir campo 'poluicao_luminosa' no DADOS.md.,COV100-GEOCOD-10_Alto_Parana-Santa_Rita,P2,done
COV100-SAUDE-10_Alto_Parana-Santa_Rita,2_WEB,SAUDE,localidade,10_Alto_Parana,Santa_Rita,MSPBS + IPS,web_research,https://www.mspbs.gov.py/mapa-establecimientos.html | https://www.ips.gov.py,Departamentos/10_Alto_Parana/Santa_Rita/DADOS.md,"Levantar infraestrutura de saúde em Santa_Rita: número de USFs, postos de saúde, hospital regional (sim/não), presença de IPS, especialidades locais, distância ao hospital de referência (km). Fonte: mapa MSPBS + IPS. Inserir seção '### Saude' no DADOS.md.",,P1,done
COV100-CELULAR-10_Alto_Parana-Santa_Rita,2_WEB,CELULAR,localidade,10_Alto_Parana,Santa_Rita,CONATEL + OpenSignal + TIGO/Personal/Claro,web_research,https://www.conatel.gov.py/index.php/espectro/cobertura-de-red-movil | https://www.opensignal.com/paraguay | https://www.nperf.com/map/PY/,Departamentos/10_Alto_Parana/Santa_Rita/DADOS.md,"Verificar cobertura móvel em Santa_Rita por operadora (TIGO, Personal, Claro): tecnologia disponível (2G/3G/4G/5G), velocidade média download/upload (Mbps) via OpenSignal/nPerf, qualidade do sinal. Inserir tabela '### Celular' no DADOS.md.",,P2,done
COV100-INTERNET-10_Alto_Parana-Santa_Rita,2_WEB,INTERNET,localidade,10_Alto_Parana,Santa_Rita,CONATEL + COPACO + Speedtest + nPerf,web_research,https://www.conatel.gov.py | https://www.copaco.com.py/cobertura | https://www.speedtest.net/global-index/paraguay | https://www.nperf.com/map/PY/,Departamentos/10_Alto_Parana/Santa_Rita/DADOS.md,"Verificar disponibilidade de internet fixa em Santa_Rita: operadoras disponíveis, tecnologia (fibra/cabo/rádio/satélite), velocidade típica (Mbps), preço médio de plano básico (Gs./mês). Registrar disponibilidade de Starlink como opção universal. Inserir '### Internet' no DADOS.md.",,P2,done
COV100-COMBUST-10_Alto_Parana-Santa_Rita,2_WEB,COMBUSTIVEL,localidade,10_Alto_Parana,Santa_Rita,PETROPAR + OpenStreetMap Overpass API,api_get,"https://overpass-api.de/api/interpreter?data=[out:json];node[amenity=fuel](around:5000,{LAT},{LON});out; | https://www.petropar.gov.py/index.php/precios",Departamentos/10_Alto_Parana/Santa_Rita/DADOS.md,"Contar postos de combustível em raio de 5km de Santa_Rita via Overpass API (OSM). Verificar preço de referência PETROPAR (gasolina Común, Especial, Diésel). Inserir campo 'postos_combustivel_5km' e 'preco_gasolina_gs_litro' no DADOS.md.",COV100-GEOCOD-10_Alto_Parana-Santa_Rita,P2,done
COV100-TERRA-10_Alto_Parana-Santa_Rita,2_WEB,TERRA_RURAL,localidade,10_Alto_Parana,Santa_Rita,clasificados.com.py + OLX.com.py + InfoCasas,web_scrape,https://clasificados.com.py/inmuebles/campo | https://www.olx.com.py/campo-e-fazenda | https://www.infocasas.com.py/campo,Departamentos/10_Alto_Parana/Santa_Rita/DADOS.md,"Pesquisar anúncios de terra rural em/próximo a Santa_Rita nos portais imobiliários. Calcular mediana de preço por hectare (USD/ha). Registrar faixa (mín-máx), aptidão declarada e número de anúncios encontrados. Se zero anúncios, usar valor departamental como proxy. Inserir/atualizar '### Terra Rural' no DADOS.md.",,P1,done
COV100-IMOVEL-10_Alto_Parana-Santa_Rita,2_WEB,IMOVEL_URBANO,localidade,10_Alto_Parana,Santa_Rita,InfoCasas + clasificados.com.py + OLX,web_scrape,https://www.infocasas.com.py/comprar/casas | https://clasificados.com.py/inmuebles/casas | https://www.olx.com.py/casas,Departamentos/10_Alto_Parana/Santa_Rita/DADOS.md,"Pesquisar custo de imóveis residenciais em Santa_Rita: preço médio de compra (USD/m²), aluguel médio (USD/mês), custo de lote urbano (USD/m²). Se sem anúncios, registrar 'mercado informal; sem referência formal'. Inserir campo 'imovel_urbano' no DADOS.md.",,P2,done
COV100-CLIMA-10_Alto_Parana-Santa_Rosa_del_Monday,1_API,CLIMA,localidade,10_Alto_Parana,Santa_Rosa_del_Monday,NASA POWER Climatology API,api_get,"https://power.larc.nasa.gov/api/temporal/climatology/point?parameters=ALLSKY_SFC_SW_DWN,PRECTOTCORR&community=RE&longitude={LON}&latitude={LAT}&format=JSON",Departamentos/10_Alto_Parana/Santa_Rosa_del_Monday/DADOS.md,Obter série climática mensal (solar kWh/m²/dia + precipitação mm/dia) período 2001-2020 para Santa_Rosa_del_Monday. Geocodificar coordenadas via INE GeoEstatístico ou Nominatim. Inserir tabelas mensais + média anual + inclinação solar recomendada (|lat|°N ±10°) na seção '### 3. Dados Climaticos' do DADOS.md.,COV100-GEOCOD-10_Alto_Parana-Santa_Rosa_del_Monday,P1,done
COV100-SOLO-10_Alto_Parana-Santa_Rosa_del_Monday,1_API,SOLO,localidade,10_Alto_Parana,Santa_Rosa_del_Monday,ISRIC SoilGrids 2.0,api_get,https://rest.isric.org/soilgrids/v2.0/properties/query?lon={LON}&lat={LAT}&property=phh2o&property=soc&property=clay&property=sand&property=bdod&depth=0-30cm&value=mean,Departamentos/10_Alto_Parana/Santa_Rosa_del_Monday/DADOS.md,"Consultar SoilGrids 2.0 para Santa_Rosa_del_Monday: pH, carbono orgânico, % argila, % areia, densidade aparente na camada 0-30cm. Derivar classificação de aptidão agrícola (alta/média/baixa/restritiva). Inserir subseção '### Solo' no DADOS.md com valores e aptidão.",COV100-GEOCOD-10_Alto_Parana-Santa_Rosa_del_Monday,P2,todo
COV100-LUZ-10_Alto_Parana-Santa_Rosa_del_Monday,1_API,POLUICAO_LUMINOSA,localidade,10_Alto_Parana,Santa_Rosa_del_Monday,NASA VIIRS Black Marble / AppEEARS,api_get,https://appeears.earthdatacloud.nasa.gov/ | produto VNP46A4 (anual médio nW/cm2/sr),Departamentos/10_Alto_Parana/Santa_Rosa_del_Monday/DADOS.md,Obter brilho artificial noturno anual médio (nW/cm²/sr) para Santa_Rosa_del_Monday via NASA Black Marble VNP46A4 ou lightpollutionmap.info. Converter para escala Bortle (1=escuro a 9=poluído). Inserir campo 'poluicao_luminosa' no DADOS.md.,COV100-GEOCOD-10_Alto_Parana-Santa_Rosa_del_Monday,P2,done
COV100-SAUDE-10_Alto_Parana-Santa_Rosa_del_Monday,2_WEB,SAUDE,localidade,10_Alto_Parana,Santa_Rosa_del_Monday,MSPBS + IPS,web_research,https://www.mspbs.gov.py/mapa-establecimientos.html | https://www.ips.gov.py,Departamentos/10_Alto_Parana/Santa_Rosa_del_Monday/DADOS.md,"Levantar infraestrutura de saúde em Santa_Rosa_del_Monday: número de USFs, postos de saúde, hospital regional (sim/não), presença de IPS, especialidades locais, distância ao hospital de referência (km). Fonte: mapa MSPBS + IPS. Inserir seção '### Saude' no DADOS.md.",,P1,done
COV100-CELULAR-10_Alto_Parana-Santa_Rosa_del_Monday,2_WEB,CELULAR,localidade,10_Alto_Parana,Santa_Rosa_del_Monday,CONATEL + OpenSignal + TIGO/Personal/Claro,web_research,https://www.conatel.gov.py/index.php/espectro/cobertura-de-red-movil | https://www.opensignal.com/paraguay | https://www.nperf.com/map/PY/,Departamentos/10_Alto_Parana/Santa_Rosa_del_Monday/DADOS.md,"Verificar cobertura móvel em Santa_Rosa_del_Monday por operadora (TIGO, Personal, Claro): tecnologia disponível (2G/3G/4G/5G), velocidade média download/upload (Mbps) via OpenSignal/nPerf, qualidade do sinal. Inserir tabela '### Celular' no DADOS.md.",,P2,done
COV100-INTERNET-10_Alto_Parana-Santa_Rosa_del_Monday,2_WEB,INTERNET,localidade,10_Alto_Parana,Santa_Rosa_del_Monday,CONATEL + COPACO + Speedtest + nPerf,web_research,https://www.conatel.gov.py | https://www.copaco.com.py/cobertura | https://www.speedtest.net/global-index/paraguay | https://www.nperf.com/map/PY/,Departamentos/10_Alto_Parana/Santa_Rosa_del_Monday/DADOS.md,"Verificar disponibilidade de internet fixa em Santa_Rosa_del_Monday: operadoras disponíveis, tecnologia (fibra/cabo/rádio/satélite), velocidade típica (Mbps), preço médio de plano básico (Gs./mês). Registrar disponibilidade de Starlink como opção universal. Inserir '### Internet' no DADOS.md.",,P2,done
COV100-COMBUST-10_Alto_Parana-Santa_Rosa_del_Monday,2_WEB,COMBUSTIVEL,localidade,10_Alto_Parana,Santa_Rosa_del_Monday,PETROPAR + OpenStreetMap Overpass API,api_get,"https://overpass-api.de/api/interpreter?data=[out:json];node[amenity=fuel](around:5000,{LAT},{LON});out; | https://www.petropar.gov.py/index.php/precios",Departamentos/10_Alto_Parana/Santa_Rosa_del_Monday/DADOS.md,"Contar postos de combustível em raio de 5km de Santa_Rosa_del_Monday via Overpass API (OSM). Verificar preço de referência PETROPAR (gasolina Común, Especial, Diésel). Inserir campo 'postos_combustivel_5km' e 'preco_gasolina_gs_litro' no DADOS.md.",COV100-GEOCOD-10_Alto_Parana-Santa_Rosa_del_Monday,P2,done
COV100-TERRA-10_Alto_Parana-Santa_Rosa_del_Monday,2_WEB,TERRA_RURAL,localidade,10_Alto_Parana,Santa_Rosa_del_Monday,clasificados.com.py + OLX.com.py + InfoCasas,web_scrape,https://clasificados.com.py/inmuebles/campo | https://www.olx.com.py/campo-e-fazenda | https://www.infocasas.com.py/campo,Departamentos/10_Alto_Parana/Santa_Rosa_del_Monday/DADOS.md,"Pesquisar anúncios de terra rural em/próximo a Santa_Rosa_del_Monday nos portais imobiliários. Calcular mediana de preço por hectare (USD/ha). Registrar faixa (mín-máx), aptidão declarada e número de anúncios encontrados. Se zero anúncios, usar valor departamental como proxy. Inserir/atualizar '### Terra Rural' no DADOS.md.",,P1,done
COV100-IMOVEL-10_Alto_Parana-Santa_Rosa_del_Monday,2_WEB,IMOVEL_URBANO,localidade,10_Alto_Parana,Santa_Rosa_del_Monday,InfoCasas + clasificados.com.py + OLX,web_scrape,https://www.infocasas.com.py/comprar/casas | https://clasificados.com.py/inmuebles/casas | https://www.olx.com.py/casas,Departamentos/10_Alto_Parana/Santa_Rosa_del_Monday/DADOS.md,"Pesquisar custo de imóveis residenciais em Santa_Rosa_del_Monday: preço médio de compra (USD/m²), aluguel médio (USD/mês), custo de lote urbano (USD/m²). Se sem anúncios, registrar 'mercado informal; sem referência formal'. Inserir campo 'imovel_urbano' no DADOS.md.",,P2,done
