task_id,phase,department,district,path,depends_on,status,priority,definition_of_done
RES-12_Neembucu-Humaita,pesquisa,12_Neembucu,Humaita,Departamentos/12_Neembucu/Humaita,STR-12_Neembucu-Humaita,done,P1,Coletar fontes oficiais com data e URL para geografia populacao riscos recursos seguranca e leis
RES-12_Neembucu-Isla_Umbu,pesquisa,12_Neembucu,Isla_Umbu,Departamentos/12_Neembucu/Isla_Umbu,STR-12_Neembucu-Isla_Umbu,done,P1,Coletar fontes oficiais com data e URL para geografia populacao riscos recursos seguranca e leis
RES-12_Neembucu-Laureles,pesquisa,12_Neembucu,Laureles,Departamentos/12_Neembucu/Laureles,STR-12_Neembucu-Laureles,done,P1,Coletar fontes oficiais com data e URL para geografia populacao riscos recursos seguranca e leis
RES-12_Neembucu-Mayor_Martinez,pesquisa,12_Neembucu,Mayor_Martinez,Departamentos/12_Neembucu/Mayor_Martinez,STR-12_Neembucu-Mayor_Martinez,done,P1,Coletar fontes oficiais com data e URL para geografia populacao riscos recursos seguranca e leis
RES-12_Neembucu-Paso_de_Patria,pesquisa,12_Neembucu,Paso_de_Patria,Departamentos/12_Neembucu/Paso_de_Patria,STR-12_Neembucu-Paso_de_Patria,done,P1,Coletar fontes oficiais com data e URL para geografia populacao riscos recursos seguranca e leis
RES-12_Neembucu-Pilar,pesquisa,12_Neembucu,Pilar,Departamentos/12_Neembucu/Pilar,STR-12_Neembucu-Pilar,done,P1,Coletar fontes oficiais com data e URL para geografia populacao riscos recursos seguranca e leis
RES-12_Neembucu-San_Juan_del_Neembucu,pesquisa,12_Neembucu,San_Juan_del_Neembucu,Departamentos/12_Neembucu/San_Juan_del_Neembucu,STR-12_Neembucu-San_Juan_del_Neembucu,done,P1,Coletar fontes oficiais com data e URL para geografia populacao riscos recursos seguranca e leis
RES-12_Neembucu-Tacuaras,pesquisa,12_Neembucu,Tacuaras,Departamentos/12_Neembucu/Tacuaras,STR-12_Neembucu-Tacuaras,done,P1,Coletar fontes oficiais com data e URL para geografia populacao riscos recursos seguranca e leis
RES-12_Neembucu-Villa_Franca,pesquisa,12_Neembucu,Villa_Franca,Departamentos/12_Neembucu/Villa_Franca,STR-12_Neembucu-Villa_Franca,done,P1,Coletar fontes oficiais com data e URL para geografia populacao riscos recursos seguranca e leis
RES-12_Neembucu-Villa_Oliva,pesquisa,12_Neembucu,Villa_Oliva,Departamentos/12_Neembucu/Villa_Oliva,STR-12_Neembucu-Villa_Oliva,done,P1,Coletar fontes oficiais com data e URL para geografia populacao riscos recursos seguranca e leis
RES-12_Neembucu-Villalbin,pesquisa,12_Neembucu,Villalbin,Departamentos/12_Neembucu/Villalbin,STR-12_Neembucu-Villalbin,done,P1,Coletar fontes oficiais com data e URL para geografia populacao riscos recursos seguranca e leis
RES-13_Amambay-Bella_Vista,pesquisa,13_Amambay,Bella_Vista,Departamentos/13_Amambay/Bella_Vista,STR-13_Amambay-Bella_Vista,done,P1,Coletar fontes oficiais com data e URL para geografia populacao riscos recursos seguranca e leis
RES-13_Amambay-Capitan_Bado,pesquisa,13_Amambay,Capitan_Bado,Departamentos/13_Amambay/Capitan_Bado,STR-13_Amambay-Capitan_Bado,done,P1,Coletar fontes oficiais com data e URL para geografia populacao riscos recursos seguranca e leis
RES-13_Amambay-Cerro_Cora,pesquisa,13_Amambay,Cerro_Cora,Departamentos/13_Amambay/Cerro_Cora,STR-13_Amambay-Cerro_Cora,done,P1,Coletar fontes oficiais com data e URL para geografia populacao riscos recursos seguranca e leis
RES-13_Amambay-Karapai,pesquisa,13_Amambay,Karapai,Departamentos/13_Amambay/Karapai,STR-13_Amambay-Karapai,done,P1,Coletar fontes oficiais com data e URL para geografia populacao riscos recursos seguranca e leis
RES-13_Amambay-Pedro_Juan_Caballero,pesquisa,13_Amambay,Pedro_Juan_Caballero,Departamentos/13_Amambay/Pedro_Juan_Caballero,STR-13_Amambay-Pedro_Juan_Caballero,done,P1,Coletar fontes oficiais com data e URL para geografia populacao riscos recursos seguranca e leis
RES-13_Amambay-Zanja_Pyta,pesquisa,13_Amambay,Zanja_Pyta,Departamentos/13_Amambay/Zanja_Pyta,STR-13_Amambay-Zanja_Pyta,done,P1,Coletar fontes oficiais com data e URL para geografia populacao riscos recursos seguranca e leis
RES-14_Canindeyu-Corpus_Christi,pesquisa,14_Canindeyu,Corpus_Christi,Departamentos/14_Canindeyu/Corpus_Christi,STR-14_Canindeyu-Corpus_Christi,done,P1,Coletar fontes oficiais com data e URL para geografia populacao riscos recursos seguranca e leis
RES-14_Canindeyu-Curuguaty,pesquisa,14_Canindeyu,Curuguaty,Departamentos/14_Canindeyu/Curuguaty,STR-14_Canindeyu-Curuguaty,done,P1,Coletar fontes oficiais com data e URL para geografia populacao riscos recursos seguranca e leis
RES-14_Canindeyu-General_Caballero_Alvarez,pesquisa,14_Canindeyu,General_Caballero_Alvarez,Departamentos/14_Canindeyu/General_Caballero_Alvarez,STR-14_Canindeyu-General_Caballero_Alvarez,done,P1,Coletar fontes oficiais com data e URL para geografia populacao riscos recursos seguranca e leis
RES-14_Canindeyu-Itanara,pesquisa,14_Canindeyu,Itanara,Departamentos/14_Canindeyu/Itanara,STR-14_Canindeyu-Itanara,done,P1,Coletar fontes oficiais com data e URL para geografia populacao riscos recursos seguranca e leis
RES-14_Canindeyu-Katuete,pesquisa,14_Canindeyu,Katuete,Departamentos/14_Canindeyu/Katuete,STR-14_Canindeyu-Katuete,done,P1,Coletar fontes oficiais com data e URL para geografia populacao riscos recursos seguranca e leis
RES-14_Canindeyu-La_Paloma,pesquisa,14_Canindeyu,La_Paloma,Departamentos/14_Canindeyu/La_Paloma,STR-14_Canindeyu-La_Paloma,done,P1,Coletar fontes oficiais com data e URL para geografia populacao riscos recursos seguranca e leis
RES-14_Canindeyu-Laurel,pesquisa,14_Canindeyu,Laurel,Departamentos/14_Canindeyu/Laurel,STR-14_Canindeyu-Laurel,done,P1,Coletar fontes oficiais com data e URL para geografia populacao riscos recursos seguranca e leis
RES-14_Canindeyu-Maracana,pesquisa,14_Canindeyu,Maracana,Departamentos/14_Canindeyu/Maracana,STR-14_Canindeyu-Maracana,done,P1,Coletar fontes oficiais com data e URL para geografia populacao riscos recursos seguranca e leis
RES-14_Canindeyu-Nueva_Esperanza,pesquisa,14_Canindeyu,Nueva_Esperanza,Departamentos/14_Canindeyu/Nueva_Esperanza,STR-14_Canindeyu-Nueva_Esperanza,done,P1,Coletar fontes oficiais com data e URL para geografia populacao riscos recursos seguranca e leis
RES-14_Canindeyu-Puerto_Adela,pesquisa,14_Canindeyu,Puerto_Adela,Departamentos/14_Canindeyu/Puerto_Adela,STR-14_Canindeyu-Puerto_Adela,done,P1,Coletar fontes oficiais com data e URL para geografia populacao riscos recursos seguranca e leis
RES-14_Canindeyu-Salto_del_Guaira,pesquisa,14_Canindeyu,Salto_del_Guaira,Departamentos/14_Canindeyu/Salto_del_Guaira,STR-14_Canindeyu-Salto_del_Guaira,done,P1,Coletar fontes oficiais com data e URL para geografia populacao riscos recursos seguranca e leis
RES-14_Canindeyu-Villa_Ygatimi,pesquisa,14_Canindeyu,Villa_Ygatimi,Departamentos/14_Canindeyu/Villa_Ygatimi,STR-14_Canindeyu-Villa_Ygatimi,done,P1,Coletar fontes oficiais com data e URL para geografia populacao riscos recursos seguranca e leis
RES-14_Canindeyu-Yasy_Cany,pesquisa,14_Canindeyu,Yasy_Cany,Departamentos/14_Canindeyu/Yasy_Cany,STR-14_Canindeyu-Yasy_Cany,done,P1,Coletar fontes oficiais com data e URL para geografia populacao riscos recursos seguranca e leis
RES-14_Canindeyu-Yby_Pyta,pesquisa,14_Canindeyu,Yby_Pyta,Departamentos/14_Canindeyu/Yby_Pyta,STR-14_Canindeyu-Yby_Pyta,done,P1,Coletar fontes oficiais com data e URL para geografia populacao riscos recursos seguranca e leis
RES-14_Canindeyu-Ybyrarovana,pesquisa,14_Canindeyu,Ybyrarovana,Departamentos/14_Canindeyu/Ybyrarovana,STR-14_Canindeyu-Ybyrarovana,done,P1,Coletar fontes oficiais com data e URL para geografia populacao riscos recursos seguranca e leis
RES-14_Canindeyu-Ypejhu,pesquisa,14_Canindeyu,Ypejhu,Departamentos/14_Canindeyu/Ypejhu,STR-14_Canindeyu-Ypejhu,done,P1,Coletar fontes oficiais com data e URL para geografia populacao riscos recursos seguranca e leis
RES-15_Presidente_Hayes-Benjamin_Aceval,pesquisa,15_Presidente_Hayes,Benjamin_Aceval,Departamentos/15_Presidente_Hayes/Benjamin_Aceval,STR-15_Presidente_Hayes-Benjamin_Aceval,done,P1,Coletar fontes oficiais com data e URL para geografia populacao riscos recursos seguranca e leis
RES-15_Presidente_Hayes-Campo_Aceval,pesquisa,15_Presidente_Hayes,Campo_Aceval,Departamentos/15_Presidente_Hayes/Campo_Aceval,STR-15_Presidente_Hayes-Campo_Aceval,done,P1,Coletar fontes oficiais com data e URL para geografia populacao riscos recursos seguranca e leis
RES-15_Presidente_Hayes-General_Bruguez,pesquisa,15_Presidente_Hayes,General_Bruguez,Departamentos/15_Presidente_Hayes/General_Bruguez,STR-15_Presidente_Hayes-General_Bruguez,done,P1,Coletar fontes oficiais com data e URL para geografia populacao riscos recursos seguranca e leis
RES-15_Presidente_Hayes-Jose_Falcon,pesquisa,15_Presidente_Hayes,Jose_Falcon,Departamentos/15_Presidente_Hayes/Jose_Falcon,STR-15_Presidente_Hayes-Jose_Falcon,done,P1,Coletar fontes oficiais com data e URL para geografia populacao riscos recursos seguranca e leis
RES-15_Presidente_Hayes-Nanawa,pesquisa,15_Presidente_Hayes,Nanawa,Departamentos/15_Presidente_Hayes/Nanawa,STR-15_Presidente_Hayes-Nanawa,done,P1,Coletar fontes oficiais com data e URL para geografia populacao riscos recursos seguranca e leis
RES-15_Presidente_Hayes-Nueva_Asuncion,pesquisa,15_Presidente_Hayes,Nueva_Asuncion,Departamentos/15_Presidente_Hayes/Nueva_Asuncion,STR-15_Presidente_Hayes-Nueva_Asuncion,done,P1,Coletar fontes oficiais com data e URL para geografia populacao riscos recursos seguranca e leis
RES-15_Presidente_Hayes-Puerto_Pinasco,pesquisa,15_Presidente_Hayes,Puerto_Pinasco,Departamentos/15_Presidente_Hayes/Puerto_Pinasco,STR-15_Presidente_Hayes-Puerto_Pinasco,done,P1,Coletar fontes oficiais com data e URL para geografia populacao riscos recursos seguranca e leis
RES-15_Presidente_Hayes-Teniente_Esteban_Martinez,pesquisa,15_Presidente_Hayes,Teniente_Esteban_Martinez,Departamentos/15_Presidente_Hayes/Teniente_Esteban_Martinez,STR-15_Presidente_Hayes-Teniente_Esteban_Martinez,done,P1,Coletar fontes oficiais com data e URL para geografia populacao riscos recursos seguranca e leis
RES-15_Presidente_Hayes-Teniente_Irala_Fernandez,pesquisa,15_Presidente_Hayes,Teniente_Irala_Fernandez,Departamentos/15_Presidente_Hayes/Teniente_Irala_Fernandez,STR-15_Presidente_Hayes-Teniente_Irala_Fernandez,done,P1,Coletar fontes oficiais com data e URL para geografia populacao riscos recursos seguranca e leis
RES-15_Presidente_Hayes-Villa_Hayes,pesquisa,15_Presidente_Hayes,Villa_Hayes,Departamentos/15_Presidente_Hayes/Villa_Hayes,STR-15_Presidente_Hayes-Villa_Hayes,done,P1,Coletar fontes oficiais com data e URL para geografia populacao riscos recursos seguranca e leis
RES-16_Boqueron-Boqueron,pesquisa,16_Boqueron,Boqueron,Departamentos/16_Boqueron/Boqueron,STR-16_Boqueron-Boqueron,done,P1,Coletar fontes oficiais com data e URL para geografia populacao riscos recursos seguranca e leis
RES-16_Boqueron-Filadelfia,pesquisa,16_Boqueron,Filadelfia,Departamentos/16_Boqueron/Filadelfia,STR-16_Boqueron-Filadelfia,done,P1,Coletar fontes oficiais com data e URL para geografia populacao riscos recursos seguranca e leis
RES-16_Boqueron-Loma_Plata,pesquisa,16_Boqueron,Loma_Plata,Departamentos/16_Boqueron/Loma_Plata,STR-16_Boqueron-Loma_Plata,done,P1,Coletar fontes oficiais com data e URL para geografia populacao riscos recursos seguranca e leis
RES-16_Boqueron-Mariscal_Estigarribia,pesquisa,16_Boqueron,Mariscal_Estigarribia,Departamentos/16_Boqueron/Mariscal_Estigarribia,STR-16_Boqueron-Mariscal_Estigarribia,done,P1,Coletar fontes oficiais com data e URL para geografia populacao riscos recursos seguranca e leis
RES-17_Alto_Paraguay-Bahia_Negra,pesquisa,17_Alto_Paraguay,Bahia_Negra,Departamentos/17_Alto_Paraguay/Bahia_Negra,STR-17_Alto_Paraguay-Bahia_Negra,done,P1,Coletar fontes oficiais com data e URL para geografia populacao riscos recursos seguranca e leis
RES-17_Alto_Paraguay-Capitan_Carmelo_Peralta,pesquisa,17_Alto_Paraguay,Capitan_Carmelo_Peralta,Departamentos/17_Alto_Paraguay/Capitan_Carmelo_Peralta,STR-17_Alto_Paraguay-Capitan_Carmelo_Peralta,done,P1,Coletar fontes oficiais com data e URL para geografia populacao riscos recursos seguranca e leis
RES-17_Alto_Paraguay-Fuerte_Olimpo,pesquisa,17_Alto_Paraguay,Fuerte_Olimpo,Departamentos/17_Alto_Paraguay/Fuerte_Olimpo,STR-17_Alto_Paraguay-Fuerte_Olimpo,done,P1,Coletar fontes oficiais com data e URL para geografia populacao riscos recursos seguranca e leis
RES-17_Alto_Paraguay-Puerto_Casado,pesquisa,17_Alto_Paraguay,Puerto_Casado,Departamentos/17_Alto_Paraguay/Puerto_Casado,STR-17_Alto_Paraguay-Puerto_Casado,done,P1,Coletar fontes oficiais com data e URL para geografia populacao riscos recursos seguranca e leis
POP-00_Distrito_Capital-Asuncion,popular,00_Distrito_Capital,Asuncion,Departamentos/00_Distrito_Capital/Asuncion,RES-00_Distrito_Capital-Asuncion,done,P2,Preencher DADOS.md com notas A-E calculo GSS vulnerabilidades mitigacao e MEDIA.md com links de mapa imagem e video
POP-01_Concepcion-Arroyito,popular,01_Concepcion,Arroyito,Departamentos/01_Concepcion/Arroyito,RES-01_Concepcion-Arroyito,done,P2,Preencher DADOS.md com notas A-E calculo GSS vulnerabilidades mitigacao e MEDIA.md com links de mapa imagem e video
POP-01_Concepcion-Azotey,popular,01_Concepcion,Azotey,Departamentos/01_Concepcion/Azotey,RES-01_Concepcion-Azotey,done,P2,Preencher DADOS.md com notas A-E calculo GSS vulnerabilidades mitigacao e MEDIA.md com links de mapa imagem e video
POP-01_Concepcion-Belen,popular,01_Concepcion,Belen,Departamentos/01_Concepcion/Belen,RES-01_Concepcion-Belen,done,P2,Preencher DADOS.md com notas A-E calculo GSS vulnerabilidades mitigacao e MEDIA.md com links de mapa imagem e video
POP-01_Concepcion-Concepcion,popular,01_Concepcion,Concepcion,Departamentos/01_Concepcion/Concepcion,RES-01_Concepcion-Concepcion,done,P2,Preencher DADOS.md com notas A-E calculo GSS vulnerabilidades mitigacao e MEDIA.md com links de mapa imagem e video
POP-01_Concepcion-Horqueta,popular,01_Concepcion,Horqueta,Departamentos/01_Concepcion/Horqueta,RES-01_Concepcion-Horqueta,done,P2,Preencher DADOS.md com notas A-E calculo GSS vulnerabilidades mitigacao e MEDIA.md com links de mapa imagem e video
POP-01_Concepcion-Itacua,popular,01_Concepcion,Itacua,Departamentos/01_Concepcion/Itacua,RES-01_Concepcion-Itacua,done,P2,Preencher DADOS.md com notas A-E calculo GSS vulnerabilidades mitigacao e MEDIA.md com links de mapa imagem e video
POP-01_Concepcion-Loreto,popular,01_Concepcion,Loreto,Departamentos/01_Concepcion/Loreto,RES-01_Concepcion-Loreto,done,P2,Preencher DADOS.md com notas A-E calculo GSS vulnerabilidades mitigacao e MEDIA.md com links de mapa imagem e video
POP-01_Concepcion-Paso_Barreto,popular,01_Concepcion,Paso_Barreto,Departamentos/01_Concepcion/Paso_Barreto,RES-01_Concepcion-Paso_Barreto,done,P2,Preencher DADOS.md com notas A-E calculo GSS vulnerabilidades mitigacao e MEDIA.md com links de mapa imagem e video
POP-01_Concepcion-Paso_Horqueta,popular,01_Concepcion,Paso_Horqueta,Departamentos/01_Concepcion/Paso_Horqueta,RES-01_Concepcion-Paso_Horqueta,done,P2,Preencher DADOS.md com notas A-E calculo GSS vulnerabilidades mitigacao e MEDIA.md com links de mapa imagem e video
POP-01_Concepcion-San_Alfredo,popular,01_Concepcion,San_Alfredo,Departamentos/01_Concepcion/San_Alfredo,RES-01_Concepcion-San_Alfredo,done,P2,Preencher DADOS.md com notas A-E calculo GSS vulnerabilidades mitigacao e MEDIA.md com links de mapa imagem e video
POP-01_Concepcion-San_Carlos_del_Apa,popular,01_Concepcion,San_Carlos_del_Apa,Departamentos/01_Concepcion/San_Carlos_del_Apa,RES-01_Concepcion-San_Carlos_del_Apa,done,P2,Preencher DADOS.md com notas A-E calculo GSS vulnerabilidades mitigacao e MEDIA.md com links de mapa imagem e video
POP-01_Concepcion-San_Lazaro,popular,01_Concepcion,San_Lazaro,Departamentos/01_Concepcion/San_Lazaro,RES-01_Concepcion-San_Lazaro,done,P2,Preencher DADOS.md com notas A-E calculo GSS vulnerabilidades mitigacao e MEDIA.md com links de mapa imagem e video
POP-01_Concepcion-Sargento_Jose_Felix_Lopez,popular,01_Concepcion,Sargento_Jose_Felix_Lopez,Departamentos/01_Concepcion/Sargento_Jose_Felix_Lopez,RES-01_Concepcion-Sargento_Jose_Felix_Lopez,done,P2,Preencher DADOS.md com notas A-E calculo GSS vulnerabilidades mitigacao e MEDIA.md com links de mapa imagem e video
POP-01_Concepcion-Yby_Yau,popular,01_Concepcion,Yby_Yau,Departamentos/01_Concepcion/Yby_Yau,RES-01_Concepcion-Yby_Yau,done,P2,Preencher DADOS.md com notas A-E calculo GSS vulnerabilidades mitigacao e MEDIA.md com links de mapa imagem e video
POP-02_San_Pedro-25_de_Diciembre,popular,02_San_Pedro,25_de_Diciembre,Departamentos/02_San_Pedro/25_de_Diciembre,RES-02_San_Pedro-25_de_Diciembre,done,P2,Preencher DADOS.md com notas A-E calculo GSS vulnerabilidades mitigacao e MEDIA.md com links de mapa imagem e video
POP-02_San_Pedro-Antequera,popular,02_San_Pedro,Antequera,Departamentos/02_San_Pedro/Antequera,RES-02_San_Pedro-Antequera,done,P2,Preencher DADOS.md com notas A-E calculo GSS vulnerabilidades mitigacao e MEDIA.md com links de mapa imagem e video
POP-02_San_Pedro-Capiibary,popular,02_San_Pedro,Capiibary,Departamentos/02_San_Pedro/Capiibary,RES-02_San_Pedro-Capiibary,done,P2,Preencher DADOS.md com notas A-E calculo GSS vulnerabilidades mitigacao e MEDIA.md com links de mapa imagem e video
POP-02_San_Pedro-Chore,popular,02_San_Pedro,Chore,Departamentos/02_San_Pedro/Chore,RES-02_San_Pedro-Chore,done,P2,Preencher DADOS.md com notas A-E calculo GSS vulnerabilidades mitigacao e MEDIA.md com links de mapa imagem e video
POP-02_San_Pedro-General_Elizardo_Aquino,popular,02_San_Pedro,General_Elizardo_Aquino,Departamentos/02_San_Pedro/General_Elizardo_Aquino,RES-02_San_Pedro-General_Elizardo_Aquino,done,P2,Preencher DADOS.md com notas A-E calculo GSS vulnerabilidades mitigacao e MEDIA.md com links de mapa imagem e video
POP-02_San_Pedro-General_Resquin,popular,02_San_Pedro,General_Resquin,Departamentos/02_San_Pedro/General_Resquin,RES-02_San_Pedro-General_Resquin,done,P2,Preencher DADOS.md com notas A-E calculo GSS vulnerabilidades mitigacao e MEDIA.md com links de mapa imagem e video
POP-02_San_Pedro-Guayaibi,popular,02_San_Pedro,Guayaibi,Departamentos/02_San_Pedro/Guayaibi,RES-02_San_Pedro-Guayaibi,done,P2,Preencher DADOS.md com notas A-E calculo GSS vulnerabilidades mitigacao e MEDIA.md com links de mapa imagem e video
POP-02_San_Pedro-Itacurubi,popular,02_San_Pedro,Itacurubi,Departamentos/02_San_Pedro/Itacurubi,RES-02_San_Pedro-Itacurubi,done,P2,Preencher DADOS.md com notas A-E calculo GSS vulnerabilidades mitigacao e MEDIA.md com links de mapa imagem e video
POP-02_San_Pedro-Itacurubi_del_Rosario,popular,02_San_Pedro,Itacurubi_del_Rosario,Departamentos/02_San_Pedro/Itacurubi_del_Rosario,RES-02_San_Pedro-Itacurubi_del_Rosario,done,P2,Preencher DADOS.md com notas A-E calculo GSS vulnerabilidades mitigacao e MEDIA.md com links de mapa imagem e video
POP-02_San_Pedro-Liberacion,popular,02_San_Pedro,Liberacion,Departamentos/02_San_Pedro/Liberacion,RES-02_San_Pedro-Liberacion,done,P2,Preencher DADOS.md com notas A-E calculo GSS vulnerabilidades mitigacao e MEDIA.md com links de mapa imagem e video
POP-02_San_Pedro-Lima,popular,02_San_Pedro,Lima,Departamentos/02_San_Pedro/Lima,RES-02_San_Pedro-Lima,done,P2,Preencher DADOS.md com notas A-E calculo GSS vulnerabilidades mitigacao e MEDIA.md com links de mapa imagem e video
POP-02_San_Pedro-Nueva_Germania,popular,02_San_Pedro,Nueva_Germania,Departamentos/02_San_Pedro/Nueva_Germania,RES-02_San_Pedro-Nueva_Germania,done,P2,Preencher DADOS.md com notas A-E calculo GSS vulnerabilidades mitigacao e MEDIA.md com links de mapa imagem e video
POP-02_San_Pedro-San_Estanislao,popular,02_San_Pedro,San_Estanislao,Departamentos/02_San_Pedro/San_Estanislao,RES-02_San_Pedro-San_Estanislao,done,P2,Preencher DADOS.md com notas A-E calculo GSS vulnerabilidades mitigacao e MEDIA.md com links de mapa imagem e video
POP-02_San_Pedro-San_Pablo,popular,02_San_Pedro,San_Pablo,Departamentos/02_San_Pedro/San_Pablo,RES-02_San_Pedro-San_Pablo,done,P2,Preencher DADOS.md com notas A-E calculo GSS vulnerabilidades mitigacao e MEDIA.md com links de mapa imagem e video
POP-02_San_Pedro-San_Pedro_de_Ycuamandiyu,popular,02_San_Pedro,San_Pedro_de_Ycuamandiyu,Departamentos/02_San_Pedro/San_Pedro_de_Ycuamandiyu,RES-02_San_Pedro-San_Pedro_de_Ycuamandiyu,done,P2,Preencher DADOS.md com notas A-E calculo GSS vulnerabilidades mitigacao e MEDIA.md com links de mapa imagem e video
POP-02_San_Pedro-San_Vicente_Pancholo,popular,02_San_Pedro,San_Vicente_Pancholo,Departamentos/02_San_Pedro/San_Vicente_Pancholo,RES-02_San_Pedro-San_Vicente_Pancholo,done,P2,Preencher DADOS.md com notas A-E calculo GSS vulnerabilidades mitigacao e MEDIA.md com links de mapa imagem e video
POP-02_San_Pedro-Santa_Rosa_del_Aguaray,popular,02_San_Pedro,Santa_Rosa_del_Aguaray,Departamentos/02_San_Pedro/Santa_Rosa_del_Aguaray,RES-02_San_Pedro-Santa_Rosa_del_Aguaray,done,P2,Preencher DADOS.md com notas A-E calculo GSS vulnerabilidades mitigacao e MEDIA.md com links de mapa imagem e video
POP-02_San_Pedro-Tacuati,popular,02_San_Pedro,Tacuati,Departamentos/02_San_Pedro/Tacuati,RES-02_San_Pedro-Tacuati,done,P2,Preencher DADOS.md com notas A-E calculo GSS vulnerabilidades mitigacao e MEDIA.md com links de mapa imagem e video
POP-02_San_Pedro-Union,popular,02_San_Pedro,Union,Departamentos/02_San_Pedro/Union,RES-02_San_Pedro-Union,done,P2,Preencher DADOS.md com notas A-E calculo GSS vulnerabilidades mitigacao e MEDIA.md com links de mapa imagem e video
POP-02_San_Pedro-Villa_del_Rosario,popular,02_San_Pedro,Villa_del_Rosario,Departamentos/02_San_Pedro/Villa_del_Rosario,RES-02_San_Pedro-Villa_del_Rosario,done,P2,Preencher DADOS.md com notas A-E calculo GSS vulnerabilidades mitigacao e MEDIA.md com links de mapa imagem e video
POP-02_San_Pedro-Yataity_del_Norte,popular,02_San_Pedro,Yataity_del_Norte,Departamentos/02_San_Pedro/Yataity_del_Norte,RES-02_San_Pedro-Yataity_del_Norte,done,P2,Preencher DADOS.md com notas A-E calculo GSS vulnerabilidades mitigacao e MEDIA.md com links de mapa imagem e video
POP-02_San_Pedro-Yrybucua,popular,02_San_Pedro,Yrybucua,Departamentos/02_San_Pedro/Yrybucua,RES-02_San_Pedro-Yrybucua,done,P2,Preencher DADOS.md com notas A-E calculo GSS vulnerabilidades mitigacao e MEDIA.md com links de mapa imagem e video
POP-03_Cordillera-Altos,popular,03_Cordillera,Altos,Departamentos/03_Cordillera/Altos,RES-03_Cordillera-Altos,done,P2,Preencher DADOS.md com notas A-E calculo GSS vulnerabilidades mitigacao e MEDIA.md com links de mapa imagem e video
POP-03_Cordillera-Arroyos_y_Esteros,popular,03_Cordillera,Arroyos_y_Esteros,Departamentos/03_Cordillera/Arroyos_y_Esteros,RES-03_Cordillera-Arroyos_y_Esteros,done,P2,Preencher DADOS.md com notas A-E calculo GSS vulnerabilidades mitigacao e MEDIA.md com links de mapa imagem e video
POP-03_Cordillera-Caacupe,popular,03_Cordillera,Caacupe,Departamentos/03_Cordillera/Caacupe,RES-03_Cordillera-Caacupe,done,P2,Preencher DADOS.md com notas A-E calculo GSS vulnerabilidades mitigacao e MEDIA.md com links de mapa imagem e video
POP-03_Cordillera-Caraguatay,popular,03_Cordillera,Caraguatay,Departamentos/03_Cordillera/Caraguatay,RES-03_Cordillera-Caraguatay,done,P2,Preencher DADOS.md com notas A-E calculo GSS vulnerabilidades mitigacao e MEDIA.md com links de mapa imagem e video
POP-03_Cordillera-Emboscada,popular,03_Cordillera,Emboscada,Departamentos/03_Cordillera/Emboscada,RES-03_Cordillera-Emboscada,done,P2,Preencher DADOS.md com notas A-E calculo GSS vulnerabilidades mitigacao e MEDIA.md com links de mapa imagem e video
POP-03_Cordillera-Eusebio_Ayala,popular,03_Cordillera,Eusebio_Ayala,Departamentos/03_Cordillera/Eusebio_Ayala,RES-03_Cordillera-Eusebio_Ayala,done,P2,Preencher DADOS.md com notas A-E calculo GSS vulnerabilidades mitigacao e MEDIA.md com links de mapa imagem e video
POP-03_Cordillera-Isla_Pucu,popular,03_Cordillera,Isla_Pucu,Departamentos/03_Cordillera/Isla_Pucu,RES-03_Cordillera-Isla_Pucu,done,P2,Preencher DADOS.md com notas A-E calculo GSS vulnerabilidades mitigacao e MEDIA.md com links de mapa imagem e video
POP-03_Cordillera-Itacurubi_de_la_Cordillera,popular,03_Cordillera,Itacurubi_de_la_Cordillera,Departamentos/03_Cordillera/Itacurubi_de_la_Cordillera,RES-03_Cordillera-Itacurubi_de_la_Cordillera,done,P2,Preencher DADOS.md com notas A-E calculo GSS vulnerabilidades mitigacao e MEDIA.md com links de mapa imagem e video
POP-03_Cordillera-Juan_de_Mena,popular,03_Cordillera,Juan_de_Mena,Departamentos/03_Cordillera/Juan_de_Mena,RES-03_Cordillera-Juan_de_Mena,done,P2,Preencher DADOS.md com notas A-E calculo GSS vulnerabilidades mitigacao e MEDIA.md com links de mapa imagem e video
POP-03_Cordillera-Loma_Grande,popular,03_Cordillera,Loma_Grande,Departamentos/03_Cordillera/Loma_Grande,RES-03_Cordillera-Loma_Grande,done,P2,Preencher DADOS.md com notas A-E calculo GSS vulnerabilidades mitigacao e MEDIA.md com links de mapa imagem e video
POP-03_Cordillera-Mbocayaty_del_Yhaguy,popular,03_Cordillera,Mbocayaty_del_Yhaguy,Departamentos/03_Cordillera/Mbocayaty_del_Yhaguy,RES-03_Cordillera-Mbocayaty_del_Yhaguy,done,P2,Preencher DADOS.md com notas A-E calculo GSS vulnerabilidades mitigacao e MEDIA.md com links de mapa imagem e video
POP-03_Cordillera-Nueva_Colombia,popular,03_Cordillera,Nueva_Colombia,Departamentos/03_Cordillera/Nueva_Colombia,RES-03_Cordillera-Nueva_Colombia,done,P2,Preencher DADOS.md com notas A-E calculo GSS vulnerabilidades mitigacao e MEDIA.md com links de mapa imagem e video
